id,company,website,location,hall,stand,contact_person,email,phone,description,products,certifications,source_search_term,source_url,relevant_goals,relevant_departments,relevant_materials,priority_score,visit_priority,company_type,meeting_requested,meeting_scheduled,meeting_completed,meeting_notes,meeting_date,samples_requested,samples_received,brochures_collected,quotes_requested,why_relevant,strengths,weaknesses,potential_value,created_at,updated_at,logo,contact,notes,contact_persons,company_data_popup,profile_url,map_link,booth_details,products_detailed,certifications_detailed,relevance_status,relevance_score,must_visit,visit_day,visit_time_slot,physical_location,similarity_tags,marked_by,marked_at,category,where_they_present,claude_analysis,balena_value,strategic_importance,connection_type,confidence_score,key_factors,red_flags,department,goal_category,website_title,about_us,products_services,sustainability_info,contact_info,website_phones,meta_description,website_emails
1228,LK Injection Moulding Machine International Limited,,Hall 13 / B78,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"LK Injection Moulding Machine International Limited is a manufacturer of injection molding machines, which could be highly relevant for Balena's operations as they develop and produce their biodegradable and bio-based thermoplastic elastomers. The company's expertise in injection molding technology could help Balena optimize their manufacturing processes and find the right machinery to produce their sustainable plastic solutions.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""LK Injection Moulding Machine International Limited is a manufacturer of injection molding machines, which could be highly relevant for Balena's operations as they develop and produce their biodegradable and bio-based thermoplastic elastomers. The company's expertise in injection molding technology could help Balena optimize their manufacturing processes and find the right machinery to produce their sustainable plastic solutions."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1229,KEBO AG Injection Mould Technology,,Hall 12 / C35-09,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"KEBO AG Injection Mould Technology is a relevant company for Balena as they specialize in injection mold technology, which could be beneficial for Balena's production of their biodegradable and bio-based thermoplastic elastomers. Their expertise in mold design and manufacturing could help Balena optimize their production processes.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""KEBO AG Injection Mould Technology is a relevant company for Balena as they specialize in injection mold technology, which could be beneficial for Balena's production of their biodegradable and bio-based thermoplastic elastomers. Their expertise in mold design and manufacturing could help Balena optimize their production processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1230,"Suzhou Usane Precision Tooling & Molding Co., Ltd.",,Hall 1 / E53,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Suzhou Usane Precision Tooling & Molding Co., Ltd. is a plastics manufacturing company that specializes in injection molding and precision tooling. This could be a valuable partner for Balena as they develop their biodegradable and bio-based thermoplastic elastomers, providing expertise in manufacturing and potentially helping to scale production.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': 'Suzhou Usane Precision Tooling & Molding Co., Ltd. is a plastics manufacturing company that specializes in injection molding and precision tooling. This could be a valuable partner for Balena as they develop their biodegradable and bio-based thermoplastic elastomers, providing expertise in manufacturing and potentially helping to scale production.', 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1231,Synventive Molding Solutions GmbH,,Hall 1 / C50,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Synventive Molding Solutions GmbH is a leading provider of hot runner systems and solutions for the plastics industry. As Balena is developing biodegradable and bio-based thermoplastic elastomers, Synventive's expertise in molding solutions could be valuable in optimizing Balena's manufacturing processes.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Synventive Molding Solutions GmbH is a leading provider of hot runner systems and solutions for the plastics industry. As Balena is developing biodegradable and bio-based thermoplastic elastomers, Synventive's expertise in molding solutions could be valuable in optimizing Balena's manufacturing processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1232,Chen Hsong Holdings Ltd.,,Hall 13 / B43,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Chen Hsong Holdings Ltd. is a leading manufacturer of injection molding machines, which could be highly relevant for Balena's operations in finding the right machinery to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in injection molding technology could help Balena optimize their production processes.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Chen Hsong Holdings Ltd. is a leading manufacturer of injection molding machines, which could be highly relevant for Balena's operations in finding the right machinery to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in injection molding technology could help Balena optimize their production processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1233,Jomar Corporation,,Hall 14 / A32,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Jomar Corporation is a leading manufacturer of injection molding machines, which could be highly relevant for Balena's operations in producing their biodegradable and bio-based thermoplastic elastomers. Their expertise in machinery and equipment could help Balena optimize their production processes.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Jomar Corporation is a leading manufacturer of injection molding machines, which could be highly relevant for Balena's operations in producing their biodegradable and bio-based thermoplastic elastomers. Their expertise in machinery and equipment could help Balena optimize their production processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1234,Siegfried Hofmann GmbH Hofmann - Ihr Impulsgeber,,Hall 13 / C10,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Siegfried Hofmann GmbH Hofmann is a provider of innovative materials and solutions for the plastics industry, which aligns with Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They could be a potential partner or supplier for Balena's operations and R&D efforts.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Siegfried Hofmann GmbH Hofmann is a provider of innovative materials and solutions for the plastics industry, which aligns with Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They could be a potential partner or supplier for Balena's operations and R&D efforts."", 'department': 'Operations, R&D', 'category': 'Suppliers, Materials', 'score': 80}",,,,,,,"Operations, R&D","Suppliers, Materials",,,,,,,,
1235,"Yizumi International Business Co., Ltd.",,Hall 13 / A73,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Yizumi International Business Co., Ltd. is a leading manufacturer of plastic injection molding machines, which could be highly relevant for Balena's operations in finding the right machinery to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in sustainable plastics processing could also provide valuable insights for Balena's R&D efforts.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Yizumi International Business Co., Ltd. is a leading manufacturer of plastic injection molding machines, which could be highly relevant for Balena's operations in finding the right machinery to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in sustainable plastics processing could also provide valuable insights for Balena's R&D efforts."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1236,Billion S.A.S.,,Hall 15 / B24,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Billion S.A.S. is a French company that specializes in the development and production of biodegradable and compostable materials, which aligns with Balena's goals of circular economy and sustainable plastics solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Billion S.A.S. is a French company that specializes in the development and production of biodegradable and compostable materials, which aligns with Balena's goals of circular economy and sustainable plastics solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1237,WITTMANN BATTENFELD GmbH,,Hall 15 / A20..B22,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"WITTMANN BATTENFELD is a leading manufacturer of injection molding machines and auxiliary equipment, which could be highly relevant for Balena's operations in developing and producing their biodegradable and bio-based thermoplastic elastomers. Their expertise in machinery and processing could help Balena optimize their production processes.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""WITTMANN BATTENFELD is a leading manufacturer of injection molding machines and auxiliary equipment, which could be highly relevant for Balena's operations in developing and producing their biodegradable and bio-based thermoplastic elastomers. Their expertise in machinery and processing could help Balena optimize their production processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1238,"Huarong Plastic Machinery Co., Ltd.",,Hall 12 / C01-13,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Huarong Plastic Machinery Co., Ltd. is a manufacturer of plastic processing equipment, which could be highly relevant to Balena's operations as they seek alternative machinery and partners to support their production of biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Huarong Plastic Machinery Co., Ltd. is a manufacturer of plastic processing equipment, which could be highly relevant to Balena's operations as they seek alternative machinery and partners to support their production of biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1239,"WOOJIN PLAIMM Co.,Ltd",,Hall 15 / D58,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"WOOJIN PLAIMM is a plastics company that specializes in biodegradable and eco-friendly materials, which aligns with Balena's goals of developing sustainable and compostable plastic solutions. They could be a potential partner or supplier for Balena's BioCir® family of products.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""WOOJIN PLAIMM is a plastics company that specializes in biodegradable and eco-friendly materials, which aligns with Balena's goals of developing sustainable and compostable plastic solutions. They could be a potential partner or supplier for Balena's BioCir® family of products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
